date,total_trades,total_pnl,win_trades,loss_trades,avg_leverage,max_leverage,avg_size,unique_symbols,win_rate,profitable_day
2025-03-01,508,6028.486793,138,370,,,,,0.27165354330708663,1
2025-03-02,2380,348871.326269,1103,1277,,,,,0.4634453781512605,1
2025-03-03,1482,616413.032233,912,570,,,,,0.6153846153846154,1
2025-03-04,1748,-2365.961276,520,1228,,,,,0.2974828375286041,0
2025-03-13,962,14114.870873,440,522,,,,,0.4573804573804574,1
2025-03-14,2210,68646.160089,1887,323,,,,,0.8538461538461538,1
2025-03-15,261,78694.624572,155,106,,,,,0.5938697318007663,1
2025-03-16,530,-7910.943544999999,123,407,,,,,0.2320754716981132,0
2025-03-17,920,26163.906513,417,503,,,,,0.4532608695652174,1
2025-03-18,834,72322.788824,188,646,,,,,0.22541966426858512,1
2025-03-19,1612,29374.682341,671,941,,,,,0.4162531017369727,1
2025-03-20,771,10246.859436,315,456,,,,,0.4085603112840467,1
2025-03-21,698,6951.270374,349,349,,,,,0.5,1
2025-03-22,535,12498.535254,254,281,,,,,0.4747663551401869,1
2025-03-23,447,14047.421585,146,301,,,,,0.32662192393736017,1
2025-03-24,1027,107878.961301,632,395,,,,,0.6153846153846154,1
2025-03-25,791,32030.90678,286,505,,,,,0.3615676359039191,1
2025-03-26,3102,15802.167427,841,2261,,,,,0.27111540941328177,1
2025-03-27,785,58825.359221,262,523,,,,,0.33375796178343947,1
2025-03-28,728,21337.179335,231,497,,,,,0.3173076923076923,1
